filename,width,height,class,xmin,ymin,xmax,ymax
t64_l5_jpg.rf.e7f2834c92a04e37be4e401dc994b690.jpg,512,341,tanks,1,12,301,161
m84ab1_l2_jpg.rf.a8eeea4364fbbdbe65594f3d913dd274.jpg,400,296,tanks,1,1,354,188
leopard_2a5_l5_jpg.rf.569de45afb7d9ec24d74aeefe8d37428.jpg,400,282,tanks,1,1,346,149
t64b1m_l1_jpg.rf.6a57e9673953a2f80c891baf37a6ebd5.jpg,512,425,tanks,1,1,205,230
t64b1m_l1_jpg.rf.6a57e9673953a2f80c891baf37a6ebd5.jpg,512,425,tanks,205,1,438,230
t64b1m_l1_jpg.rf.6a57e9673953a2f80c891baf37a6ebd5.jpg,512,425,tanks,1,230,89,426
t64b1m_l1_jpg.rf.6a57e9673953a2f80c891baf37a6ebd5.jpg,512,425,tanks,205,230,438,426
merkava_mk2_l5_jpg.rf.077ac338cb73f8e96c8f73d199c2a0c7.jpg,512,384,tanks,306,1,397,73
merkava_mk2_l5_jpg.rf.077ac338cb73f8e96c8f73d199c2a0c7.jpg,512,384,tanks,52,198,129,383
merkava_mk2_l5_jpg.rf.077ac338cb73f8e96c8f73d199c2a0c7.jpg,512,384,tanks,331,76,417,377
m84_l7_jpg.rf.8ba87d52b3766f4177d8438c5851742c.jpg,512,363,tanks,210,1,386,120
m84_l7_jpg.rf.8ba87d52b3766f4177d8438c5851742c.jpg,512,363,tanks,3,177,90,360
m84_l7_jpg.rf.8ba87d52b3766f4177d8438c5851742c.jpg,512,363,tanks,212,275,512,359
vt2_l2_jpg.rf.51439ed6b1e1d9d9c41e3b95bd5e532b.jpg,512,341,tanks,7,1,94,103
vt2_l2_jpg.rf.51439ed6b1e1d9d9c41e3b95bd5e532b.jpg,512,341,tanks,389,1,502,103
vt2_l2_jpg.rf.51439ed6b1e1d9d9c41e3b95bd5e532b.jpg,512,341,tanks,13,202,88,342
vt2_l2_jpg.rf.51439ed6b1e1d9d9c41e3b95bd5e532b.jpg,512,341,tanks,128,262,241,342
vt2_l2_jpg.rf.51439ed6b1e1d9d9c41e3b95bd5e532b.jpg,512,341,tanks,357,103,372,341
olifant_mk2_l8_jpg.rf.d5ad5d3a26737b297ded7d63ee76165c.jpg,512,384,tanks,25,1,222,150
olifant_mk2_l8_jpg.rf.d5ad5d3a26737b297ded7d63ee76165c.jpg,512,384,tanks,249,1,473,150
olifant_mk2_l8_jpg.rf.d5ad5d3a26737b297ded7d63ee76165c.jpg,512,384,tanks,334,150,498,376
ikv_91_l2_jpg.rf.b6c83acd04c73fdf7228bc0a24b89c8b.jpg,512,331,tanks,1,1,101,109
ikv_91_l2_jpg.rf.b6c83acd04c73fdf7228bc0a24b89c8b.jpg,512,331,tanks,293,2,438,196
ikv_91_l2_jpg.rf.b6c83acd04c73fdf7228bc0a24b89c8b.jpg,512,331,tanks,32,196,226,332
ikv_91_l2_jpg.rf.b6c83acd04c73fdf7228bc0a24b89c8b.jpg,512,331,tanks,226,196,395,332
pt91_twardy_l5_jpg.rf.9ec75f4a2e10c249f6191428363946fa.jpg,320,187,tanks,27,154,52,188
pt91_twardy_l5_jpg.rf.9ec75f4a2e10c249f6191428363946fa.jpg,320,187,tanks,1,148,16,188
pt91_twardy_l5_jpg.rf.9ec75f4a2e10c249f6191428363946fa.jpg,320,187,tanks,86,97,321,188
revolution_l9_jpg.rf.10b74be682452ffee7d462e600723c5a.jpg,512,340,tanks,65,1,513,272
t72m2_moderna_main_jpg.rf.e0d62d94c8d6b355f058c4bc6b5653ef.jpg,300,200,tanks,1,139,219,201
type_63a_main_jpg.rf.112e9f8b3bbd4ce015c72198abf68d10.jpg,300,191,tanks,1,48,271,192
k1a1_l7_jpg.rf.c3e651cb4f48d491c29150927abd6205.jpg,512,384,tanks,308,138,330,200
tk_x_l4_jpg.rf.a8ee94d2e745f1892de8207f962dd096.jpg,512,342,tanks,359,1,483,93
tk_x_l4_jpg.rf.a8ee94d2e745f1892de8207f962dd096.jpg,512,342,tanks,15,93,292,343
tk_x_l4_jpg.rf.a8ee94d2e745f1892de8207f962dd096.jpg,512,342,tanks,364,93,460,331
tk_x_l4_jpg.rf.a8ee94d2e745f1892de8207f962dd096.jpg,512,342,tanks,418,93,513,252
merkava_mk1_l5_jpg.rf.701d96e3fd3ad1eec7dd155e4807e6fe.jpg,512,384,tanks,268,1,502,146
merkava_mk1_l5_jpg.rf.701d96e3fd3ad1eec7dd155e4807e6fe.jpg,512,384,tanks,1,146,186,385
merkava_mk1_l5_jpg.rf.701d96e3fd3ad1eec7dd155e4807e6fe.jpg,512,384,tanks,263,146,513,385
merkava_mk4_meil_ruach_l5_jpg.rf.5d556380d1e3697ce3c08f32615c4acd.jpg,512,384,tanks,49,1,513,263
magach_7_l6_jpg.rf.1a8221a56c4de2895638cd380a1ddd77.jpg,512,385,tanks,1,1,123,120
magach_7_l6_jpg.rf.1a8221a56c4de2895638cd380a1ddd77.jpg,512,385,tanks,123,1,488,120
magach_7_l6_jpg.rf.1a8221a56c4de2895638cd380a1ddd77.jpg,512,385,tanks,1,120,123,357
magach_7_l6_jpg.rf.1a8221a56c4de2895638cd380a1ddd77.jpg,512,385,tanks,123,120,469,306
leopard_2ng_l2_jpg.rf.d5bdf9d23fb25506baa0a991abcfa167.jpg,512,341,tanks,55,1,235,144
leopard_2ng_l2_jpg.rf.d5bdf9d23fb25506baa0a991abcfa167.jpg,512,341,tanks,337,122,432,144
leopard_2ng_l2_jpg.rf.d5bdf9d23fb25506baa0a991abcfa167.jpg,512,341,tanks,452,38,513,144
leopard_2ng_l2_jpg.rf.d5bdf9d23fb25506baa0a991abcfa167.jpg,512,341,tanks,125,294,139,342
leopard_2ng_l2_jpg.rf.d5bdf9d23fb25506baa0a991abcfa167.jpg,512,341,tanks,433,144,513,342
m84_l3_jpg.rf.2eb554fcc0dd3451d94a7d789f612155.jpg,512,383,tanks,1,11,116,207
m84_l3_jpg.rf.2eb554fcc0dd3451d94a7d789f612155.jpg,512,383,tanks,118,1,513,186
m84_l3_jpg.rf.2eb554fcc0dd3451d94a7d789f612155.jpg,512,383,tanks,1,207,118,314
m84_l3_jpg.rf.2eb554fcc0dd3451d94a7d789f612155.jpg,512,383,tanks,162,207,513,323
k1_l4_jpg.rf.20e7e7a11bb8aa2ebdc28bf36dfb34ab.jpg,512,384,tanks,1,1,149,126
k1_l4_jpg.rf.20e7e7a11bb8aa2ebdc28bf36dfb34ab.jpg,512,384,tanks,244,222,512,335
challenger_1_l7_jpg.rf.016173dae37cd19085cc0193f93df1d7.jpg,512,335,tanks,73,1,513,285
type_80_l3_jpg.rf.e668f2dd3c26debe5052af2dd2bd9cbc.jpg,346,148,tanks,1,1,346,118
leopard_2_l10_jpg.rf.e2ce8d553d6abd9c8927d3b52b9c28c2.jpg,512,341,tanks,1,1,281,198
leopard_2_l10_jpg.rf.e2ce8d553d6abd9c8927d3b52b9c28c2.jpg,512,341,tanks,287,9,513,134
leopard_2_l10_jpg.rf.e2ce8d553d6abd9c8927d3b52b9c28c2.jpg,512,341,tanks,108,198,287,287
merkava_mk4_l7_jpg.rf.9f1a5650374f2ca221117231b4917ffc.jpg,512,342,tanks,115,233,159,343
of_40_l5_jpg.rf.09b9d4b5195b942e5e946d1f09b75bb9.jpg,512,384,tanks,107,1,259,161
of_40_l5_jpg.rf.09b9d4b5195b942e5e946d1f09b75bb9.jpg,512,384,tanks,6,246,262,385
of_40_l5_jpg.rf.09b9d4b5195b942e5e946d1f09b75bb9.jpg,512,384,tanks,262,246,513,385
magach_7_main_jpg.rf.b4e3ae136fd869ee2d560f11d20efde9.jpg,512,402,tanks,80,1,256,206
magach_7_main_jpg.rf.b4e3ae136fd869ee2d560f11d20efde9.jpg,512,402,tanks,338,1,513,206
magach_7_main_jpg.rf.b4e3ae136fd869ee2d560f11d20efde9.jpg,512,402,tanks,1,206,317,403
magach_7_main_jpg.rf.b4e3ae136fd869ee2d560f11d20efde9.jpg,512,402,tanks,382,206,513,403
tk_x_l9_jpg.rf.0ca03ef44d4a75cdf78702cc26d1728b.jpg,512,278,tanks,1,95,123,279
m1985_l5_jpg.rf.0bfee2b7b8f3795e3037e53ff8a6550c.jpg,400,266,tanks,25,1,78,14
k21_with_xc8_l3_jpg.rf.6d6f254e34ce174717d1cdd156bf5a42.jpg,300,191,tanks,1,54,301,192
tm_800_l3_jpg.rf.85c6830662e84fd3137023beead3be78.jpg,452,283,tanks,1,81,145,151
tm_800_l3_jpg.rf.85c6830662e84fd3137023beead3be78.jpg,452,283,tanks,193,93,451,183
tm_800_l3_jpg.rf.85c6830662e84fd3137023beead3be78.jpg,452,283,tanks,145,184,378,284
m1a2_sep_l3_jpg.rf.16099292ff9276bd91a068a8bfdba89b.jpg,512,364,tanks,1,110,118,179
vt5_l4_jpg.rf.97bc521d7ec14b4d898fcad39eb238f8.jpg,512,384,tanks,1,1,282,219
vt5_l4_jpg.rf.97bc521d7ec14b4d898fcad39eb238f8.jpg,512,384,tanks,408,155,513,219
type_80_l2_jpg.rf.81917e8323cd6e18186a6b1e145611af.jpg,512,384,tanks,74,4,287,193
type_80_l2_jpg.rf.81917e8323cd6e18186a6b1e145611af.jpg,512,384,tanks,209,85,287,139
type_80_l2_jpg.rf.81917e8323cd6e18186a6b1e145611af.jpg,512,384,tanks,311,5,429,190
type_80_l2_jpg.rf.81917e8323cd6e18186a6b1e145611af.jpg,512,384,tanks,1,193,203,385
type_80_l2_jpg.rf.81917e8323cd6e18186a6b1e145611af.jpg,512,384,tanks,287,198,389,385
amx_40_l1_jpg.rf.0931c9728723a847df52372c92db3ea0.jpg,398,237,tanks,1,132,360,238
drozd_l1_jpg.rf.8e31cba3a95ffb92982177e51a963f84.jpg,512,512,tanks,67,1,257,262
drozd_l1_jpg.rf.8e31cba3a95ffb92982177e51a963f84.jpg,512,512,tanks,306,85,446,262
drozd_l1_jpg.rf.8e31cba3a95ffb92982177e51a963f84.jpg,512,512,tanks,1,266,72,480
drozd_l1_jpg.rf.8e31cba3a95ffb92982177e51a963f84.jpg,512,512,tanks,266,265,513,513
m1a1_abrams_main_jpg.rf.7d253f9a1e8400f1936fd5cbe2bf7723.jpg,512,396,tanks,190,215,213,221
m1a1_abrams_main_jpg.rf.7d253f9a1e8400f1936fd5cbe2bf7723.jpg,512,396,tanks,117,46,212,222
m1a1_abrams_main_jpg.rf.7d253f9a1e8400f1936fd5cbe2bf7723.jpg,512,396,tanks,149,227,251,397
type_63a_l2_jpg.rf.34f69fbc0e1399d8558e7a1459a694f6.jpg,512,384,tanks,2,20,222,179
type_63a_l2_jpg.rf.34f69fbc0e1399d8558e7a1459a694f6.jpg,512,384,tanks,387,59,513,131
type_63a_l2_jpg.rf.34f69fbc0e1399d8558e7a1459a694f6.jpg,512,384,tanks,226,185,513,320
al_khalid_l1_jpg.rf.caebbe258244955d84e638ad73b41bbb.jpg,512,347,tanks,1,93,247,348
type_80_l1_jpg.rf.735a2add86da8d82c92506e809cd86a8.jpg,512,341,tanks,145,65,231,133
type_80_l1_jpg.rf.735a2add86da8d82c92506e809cd86a8.jpg,512,341,tanks,138,31,225,132
type_80_l1_jpg.rf.735a2add86da8d82c92506e809cd86a8.jpg,512,341,tanks,55,67,101,133
type_80_l1_jpg.rf.735a2add86da8d82c92506e809cd86a8.jpg,512,341,tanks,1,81,24,119
type_80_l1_jpg.rf.735a2add86da8d82c92506e809cd86a8.jpg,512,341,tanks,381,11,513,133
type_80_l1_jpg.rf.735a2add86da8d82c92506e809cd86a8.jpg,512,341,tanks,130,214,231,342
type_80_l1_jpg.rf.735a2add86da8d82c92506e809cd86a8.jpg,512,341,tanks,375,196,513,342
m60a2_l2_jpg.rf.f84d0ebfe79020191e19fcca2526b198.jpg,400,279,tanks,1,1,165,126
m60a2_l2_jpg.rf.f84d0ebfe79020191e19fcca2526b198.jpg,400,279,tanks,27,126,165,230
m60a2_l2_jpg.rf.f84d0ebfe79020191e19fcca2526b198.jpg,400,279,tanks,273,126,401,162
tam_l3_jpg.rf.ac808c67b8a2b1063c2fc2c3fa8770cd.jpg,443,298,tanks,145,152,444,299
m2002_l2_jpg.rf.43a825e26a2ae854027cdbed323b75bb.jpg,512,384,tanks,277,158,374,219
m2002_l2_jpg.rf.43a825e26a2ae854027cdbed323b75bb.jpg,512,384,tanks,1,219,277,385
ztq_15_l4_jpg.rf.fe4b759e811393caf7774547d976c730.jpg,512,341,tanks,1,1,513,340
ztq_15_l4_jpg.rf.fe4b759e811393caf7774547d976c730.jpg,512,341,tanks,197,1,382,30
ztq_15_l4_jpg.rf.fe4b759e811393caf7774547d976c730.jpg,512,341,tanks,251,12,513,261
t72m4_l7_jpg.rf.b38884920d20ab776b01db210959918d.jpg,500,333,tanks,1,51,175,140
t72m4_l7_jpg.rf.b38884920d20ab776b01db210959918d.jpg,500,333,tanks,1,18,271,47
type_90_II_l4_jpg.rf.ae4aa77f6e80fe88ef27ed4ad9b07889.jpg,448,201,tanks,27,24,449,202
type_62_l5_jpg.rf.ce88ce9a3c0de1b40973f6f0f25d4463.jpg,325,175,tanks,40,55,115,147
type_62_l5_jpg.rf.ce88ce9a3c0de1b40973f6f0f25d4463.jpg,325,175,tanks,1,29,37,150
type_62_l5_jpg.rf.ce88ce9a3c0de1b40973f6f0f25d4463.jpg,325,175,tanks,129,1,318,29
t62_l5_jpg.rf.716890bb188e6839f769b283794af750.jpg,512,340,tanks,1,1,155,105
t62_l5_jpg.rf.716890bb188e6839f769b283794af750.jpg,512,340,tanks,282,8,380,213
t62_l5_jpg.rf.716890bb188e6839f769b283794af750.jpg,512,340,tanks,1,238,90,341
vt4_l6_jpg.rf.26a276d5f21498faf044ebb93d2e51e6.jpg,512,341,tanks,153,337,189,342
expeditionary_tank_l3_jpg.rf.ea85ea5db0bcfb47e0480bca5fd18b48.jpg,512,340,tanks,1,1,123,81
expeditionary_tank_l3_jpg.rf.ea85ea5db0bcfb47e0480bca5fd18b48.jpg,512,340,tanks,127,1,513,158
expeditionary_tank_l3_jpg.rf.ea85ea5db0bcfb47e0480bca5fd18b48.jpg,512,340,tanks,1,167,123,307
expeditionary_tank_l3_jpg.rf.ea85ea5db0bcfb47e0480bca5fd18b48.jpg,512,340,tanks,123,167,513,341
zbd_2000_light_tank_main_jpg.rf.b7ca4861729be0655628fa2405cfd3a4.jpg,300,199,tanks,40,1,301,127
unidentified_north_korean_mbt_l3_jpg.rf.f67100878bc5c6952f2c7b14668da473.jpg,512,341,tanks,154,1,231,174
unidentified_north_korean_mbt_l3_jpg.rf.f67100878bc5c6952f2c7b14668da473.jpg,512,341,tanks,293,1,485,174
unidentified_north_korean_mbt_l3_jpg.rf.f67100878bc5c6952f2c7b14668da473.jpg,512,341,tanks,119,174,231,267
unidentified_north_korean_mbt_l3_jpg.rf.f67100878bc5c6952f2c7b14668da473.jpg,512,341,tanks,375,174,513,342
tm_800_l3_jpg.rf.389871730390d3a80a3f5fcc13c29ae4.jpg,452,283,tanks,1,139,196,284
vickers_mk3_main_jpg.rf.d6e2b9d183d567b16e12c0e8f69fd335.jpg,512,341,tanks,8,5,389,188
vickers_mk3_main_jpg.rf.d6e2b9d183d567b16e12c0e8f69fd335.jpg,512,341,tanks,451,4,508,103
vickers_mk3_main_jpg.rf.d6e2b9d183d567b16e12c0e8f69fd335.jpg,512,341,tanks,196,196,386,248
pt91_twardy_l8_jpg.rf.0cccdf6394ff40b85974977a6e1d21d9.jpg,512,384,tanks,1,1,323,178
pt91_twardy_l8_jpg.rf.0cccdf6394ff40b85974977a6e1d21d9.jpg,512,384,tanks,1,219,323,364
pt91_twardy_l8_jpg.rf.0cccdf6394ff40b85974977a6e1d21d9.jpg,512,384,tanks,323,219,513,340
amx_32_l4_jpg.rf.31485cd3d9bcf542dd2c9b2f82947f3a.jpg,576,384,tanks,61,20,329,131
vt4_l3_jpg.rf.36a2a131ae8f4e068b3a274a66e4c790.jpg,512,341,tanks,509,27,513,43
vt4_l3_jpg.rf.36a2a131ae8f4e068b3a274a66e4c790.jpg,512,341,tanks,89,75,513,342
m60_patton_l8_jpg.rf.5e236902a2ac48a1dedb90c131e76aa6.jpg,512,384,tanks,31,1,300,223
m60_patton_l8_jpg.rf.5e236902a2ac48a1dedb90c131e76aa6.jpg,512,384,tanks,116,226,250,382
m60_patton_l8_jpg.rf.5e236902a2ac48a1dedb90c131e76aa6.jpg,512,384,tanks,391,251,513,351
anders_l3_jpg.rf.170df93ae2b66d9aa0a8627c405c9481.jpg,512,384,tanks,191,78,313,146
anders_l3_jpg.rf.170df93ae2b66d9aa0a8627c405c9481.jpg,512,384,tanks,39,242,313,305
anders_l3_jpg.rf.170df93ae2b66d9aa0a8627c405c9481.jpg,512,384,tanks,378,155,461,385
merkava_mk3_l6_jpg.rf.f7a5daddb23fe93e74ad6dc97601e625.jpg,500,343,tanks,1,1,199,175
merkava_mk3_l6_jpg.rf.f7a5daddb23fe93e74ad6dc97601e625.jpg,500,343,tanks,311,1,501,175
merkava_mk3_l6_jpg.rf.f7a5daddb23fe93e74ad6dc97601e625.jpg,500,343,tanks,47,175,185,344
merkava_mk3_l6_jpg.rf.f7a5daddb23fe93e74ad6dc97601e625.jpg,500,343,tanks,485,213,499,234
merkava_mk3_l6_jpg.rf.f7a5daddb23fe93e74ad6dc97601e625.jpg,500,343,tanks,241,263,501,344
merkava_mk3_l6_jpg.rf.f7a5daddb23fe93e74ad6dc97601e625.jpg,500,343,tanks,401,343,403,344
bmpt_72_l5_jpg.rf.9360fd2220bf63cb692aaab15a7ebd66.jpg,412,275,tanks,1,226,119,276
bmpt_72_l5_jpg.rf.9360fd2220bf63cb692aaab15a7ebd66.jpg,412,275,tanks,1,173,61,205
merkava_mk4_meil_ruach_l2_jpg.rf.3159ab4286a9b03bc258f67393388a7d.jpg,512,341,tanks,1,235,415,342
ztq_15_l8_jpg.rf.14e61c7e666e3883bd15a055d47e2cb5.jpg,512,341,tanks,1,1,301,138
vt4_l1_jpg.rf.860fecc53133bdbd407666d58ca6969f.jpg,512,384,tanks,41,89,513,275
vt4_l1_jpg.rf.860fecc53133bdbd407666d58ca6969f.jpg,512,384,tanks,321,343,513,385
t72b3_main_jpg.rf.572b0a24b5dbbd7f188a5f8e4610bb83.jpg,512,340,tanks,16,50,122,177
t72b3_main_jpg.rf.572b0a24b5dbbd7f188a5f8e4610bb83.jpg,512,340,tanks,126,176,155,177
t72b3_main_jpg.rf.572b0a24b5dbbd7f188a5f8e4610bb83.jpg,512,340,tanks,306,81,513,177
t72b3_main_jpg.rf.572b0a24b5dbbd7f188a5f8e4610bb83.jpg,512,340,tanks,1,177,167,295
t72b3_main_jpg.rf.572b0a24b5dbbd7f188a5f8e4610bb83.jpg,512,340,tanks,199,197,357,340
type_96_l1_jpg.rf.dae97b362a827ff9d2c3ebb38e372f3e.jpg,500,341,tanks,306,218,501,342
type_96_l1_jpg.rf.dae97b362a827ff9d2c3ebb38e372f3e.jpg,500,341,tanks,123,175,411,342
t62_l2_jpg.rf.a908253c1a8b3590c96c11c64ae43f6b.jpg,512,306,tanks,1,1,53,239
m1a1_abrams_l4_jpg.rf.83c2e9d969ecd42a2ddb335d7d8b72f7.jpg,512,384,tanks,1,1,181,189
m1a1_abrams_l4_jpg.rf.83c2e9d969ecd42a2ddb335d7d8b72f7.jpg,512,384,tanks,257,1,506,189
m1a1_abrams_l4_jpg.rf.83c2e9d969ecd42a2ddb335d7d8b72f7.jpg,512,384,tanks,33,189,215,385
m1a1_abrams_l4_jpg.rf.83c2e9d969ecd42a2ddb335d7d8b72f7.jpg,512,384,tanks,309,189,413,354
armata_l4_jpg.rf.849e3360b70d5fb1d426f959fe37e734.jpg,576,384,tanks,474,23,513,146
armata_l4_jpg.rf.849e3360b70d5fb1d426f959fe37e734.jpg,576,384,tanks,47,254,329,317
armata_l4_jpg.rf.849e3360b70d5fb1d426f959fe37e734.jpg,576,384,tanks,344,236,455,385
type_99_l5_jpg.rf.17d2beb4ef270de4cacf0883e7574612.jpg,512,326,tanks,1,295,335,327
